Gmina,Powiat,Województwo,Robert BIEDROŃ,Krzysztof BOSAK,Andrzej Sebastian DUDA,Szymon Franciszek HOŁOWNIA,Marek JAKUBIAK,Władysław Marcin KOSINIAK-KAMYSZ,Mirosław Mariusz PIOTROWSKI,Paweł Jan TANAJNO,Rafał Kazimierz TRZASKOWSKI,Waldemar Włodzimierz WITKOWSKI,Stanisław Józef ŻÓŁTEK
gm. Żerków,jarociński,wielkopolskie,53,306,2938,708,6,155,5,6,794,5,5
gm. Blizanów,kaliski,wielkopolskie,83,317,2491,675,4,229,6,6,1004,2,10
gm. Brzeziny,kaliski,wielkopolskie,54,180,1679,253,8,149,2,3,407,1,3
gm. Ceków-Kolonia,kaliski,wielkopolskie,36,146,1232,205,3,88,6,4,493,0,5
gm. Godziesze Wielkie,kaliski,wielkopolskie,88,325,2647,518,10,139,2,3,972,1,15
gm. Koźminek,kaliski,wielkopolskie,59,246,2175,359,3,134,1,8,567,3,2
gm. Lisków,kaliski,wielkopolskie,30,165,1526,187,4,108,3,4,422,0,3
gm. Mycielin,kaliski,wielkopolskie,30,125,1458,261,4,86,5,0,306,2,4
gm. Opatówek,kaliski,wielkopolskie,98,390,2909,623,9,154,5,8,1241,14,10
gm. Stawiszyn,kaliski,wielkopolskie,56,222,1906,421,6,117,3,3,716,6,7
gm. Szczytniki,kaliski,wielkopolskie,59,179,2773,292,4,132,5,3,430,2,9
gm. Żelazków,kaliski,wielkopolskie,82,280,2699,579,9,173,9,7,999,3,16
gm. Baranów,kępiński,wielkopolskie,43,182,1784,680,6,97,3,4,813,4,8
gm. Bralin,kępiński,wielkopolskie,40,160,1431,594,7,68,5,6,840,3,11
gm. Kępno,kępiński,wielkopolskie,198,679,5025,2249,21,288,8,18,3947,13,20
gm. Łęka Opatowska,kępiński,wielkopolskie,37,153,1325,518,9,70,2,5,502,1,3
gm. Perzów,kępiński,wielkopolskie,25,97,811,383,2,53,0,6,410,1,5
gm. Rychtal,kępiński,wielkopolskie,17,123,920,195,3,71,4,0,389,0,2
gm. Trzcinica,kępiński,wielkopolskie,30,154,1307,390,4,62,0,3,470,3,13
m. Koło,kolski,wielkopolskie,197,624,4797,1370,16,193,15,19,3201,11,20
gm. Babiak,kolski,wielkopolskie,51,222,2503,343,5,121,0,2,497,6,8
gm. Chodów,kolski,wielkopolskie,12,59,956,113,4,43,0,0,202,0,2
gm. Dąbie,kolski,wielkopolskie,59,129,2183,219,3,89,8,4,389,1,5
gm. Grzegorzew,kolski,wielkopolskie,26,165,1738,280,4,97,2,4,416,1,7
gm. Kłodawa,kolski,wielkopolskie,79,262,3562,587,8,146,7,1,1164,3,10
gm. Koło,kolski,wielkopolskie,57,240,2252,417,6,137,4,2,735,1,7
gm. Kościelec,kolski,wielkopolskie,38,157,2135,351,3,92,3,6,531,3,5
gm. Olszówka,kolski,wielkopolskie,20,126,1496,155,2,78,1,2,199,1,4
gm. Osiek Mały,kolski,wielkopolskie,44,219,1969,278,4,110,5,3,314,3,3
gm. Przedecz,kolski,wielkopolskie,16,92,1176,151,3,85,0,1,296,2,7
gm. Golina,koniński,wielkopolskie,115,315,3187,884,10,149,2,14,1251,6,16
gm. Grodziec,koniński,wielkopolskie,35,127,1529,288,4,66,0,3,352,4,3
gm. Kazimierz Biskupi,koniński,wielkopolskie,103,373,3025,768,14,111,1,4,1333,5,10
gm. Kleczew,koniński,wielkopolskie,91,282,3116,502,3,103,1,6,795,5,8
gm. Kramsk,koniński,wielkopolskie,85,328,3326,691,7,104,8,6,929,5,21
gm. Krzymów,koniński,wielkopolskie,39,254,2514,424,0,71,5,10,636,3,7
gm. Rychwał,koniński,wielkopolskie,70,225,2646,493,1,96,5,2,561,4,5
gm. Rzgów,koniński,wielkopolskie,57,219,2071,528,5,91,2,2,649,3,7
gm. Skulsk,koniński,wielkopolskie,52,175,1742,279,5,58,1,1,455,2,1
gm. Sompolno,koniński,wielkopolskie,65,279,3228,483,4,99,3,10,777,4,15
gm. Stare Miasto,koniński,wielkopolskie,121,333,3156,1025,15,144,3,5,1510,7,12
gm. Ślesin,koniński,wielkopolskie,116,347,3931,821,10,113,7,8,1487,6,12
gm. Wierzbinek,koniński,wielkopolskie,40,118,2498,250,5,57,2,4,294,4,3
gm. Wilczyn,koniński,wielkopolskie,44,132,1927,309,4,86,2,2,427,5,3
m. Kościan,kościański,wielkopolskie,277,667,4125,2096,22,291,15,21,4998,29,31
gm. Czempiń,kościański,wielkopolskie,101,332,2147,963,9,197,8,9,1646,16,14
gm. Kościan,kościański,wielkopolskie,137,488,3297,1491,14,276,4,8,2078,19,23
gm. Krzywiń,kościański,wielkopolskie,69,297,2558,650,7,151,0,8,803,3,13
gm. Śmigiel,kościański,wielkopolskie,151,473,3803,1429,17,222,2,14,1979,9,16
m. Sulmierzyce,krotoszyński,wielkopolskie,19,95,705,221,1,50,1,0,257,4,0
gm. Kobylin,krotoszyński,wielkopolskie,56,227,2054,503,2,152,1,8,733,4,7
gm. Koźmin Wielkopolski,krotoszyński,wielkopolskie,63,376,2992,819,12,245,10,9,1511,5,14
gm. Krotoszyn,krotoszyński,wielkopolskie,361,1295,8576,2979,24,642,15,31,5366,24,50
gm. Rozdrażew,krotoszyński,wielkopolskie,33,172,1518,279,3,123,3,2,294,4,2
gm. Zduny,krotoszyński,wielkopolskie,62,239,1619,541,2,92,7,8,806,9,10
gm. Krzemieniewo,leszczyński,wielkopolskie,64,306,1996,551,5,149,5,7,820,7,6
gm. Lipno,leszczyński,wielkopolskie,87,327,1463,791,16,105,4,7,1269,2,13
gm. Osieczna,leszczyński,wielkopolskie,87,336,1996,721,3,99,3,8,1204,3,11
gm. Rydzyna,leszczyński,wielkopolskie,135,338,1848,923,14,144,1,9,1379,2,4
gm. Święciechowa,leszczyński,wielkopolskie,114,278,1464,672,10,116,5,6,1196,2,7
gm. Wijewo,leszczyński,wielkopolskie,29,142,785,352,2,70,4,3,406,0,4
gm. Włoszakowice,leszczyński,wielkopolskie,97,288,1909,997,8,156,2,8,1261,8,19
gm. Chrzypsko Wielkie,międzychodzki,wielkopolskie,44,75,727,214,3,75,2,1,390,6,2
gm. Kwilcz,międzychodzki,wielkopolskie,62,143,1143,596,3,107,1,2,805,4,5
gm. Międzychód,międzychodzki,wielkopolskie,212,496,2796,1580,8,250,15,13,3586,31,17
gm. Sieraków,międzychodzki,wielkopolskie,94,185,1462,653,2,142,7,1,1406,6,6
gm. Kuślin,nowotomyski,wielkopolskie,40,149,1161,614,4,83,8,1,537,4,7
gm. Lwówek,nowotomyski,wielkopolskie,58,224,1711,808,5,157,1,9,1089,9,7
gm. Miedzichowo,nowotomyski,wielkopolskie,23,123,797,284,4,61,2,3,530,0,2
gm. Nowy Tomyśl,nowotomyski,wielkopolskie,372,869,4080,2574,25,304,19,23,5278,36,30
gm. Opalenica,nowotomyski,wielkopolskie,133,418,3209,1752,11,231,8,8,2392,7,14
gm. Zbąszyń,nowotomyski,wielkopolskie,136,551,2289,1393,7,142,6,10,2429,10,12
gm. Oborniki,obornicki,wielkopolskie,359,1031,5502,3068,26,535,11,13,6285,24,46
gm. Rogoźno,obornicki,wielkopolskie,185,423,3095,1518,12,228,4,10,2869,10,10
gm. Ryczywół,obornicki,wielkopolskie,49,150,1410,529,4,153,3,4,911,3,13
m. Ostrów Wielkopolski,ostrowski,wielkopolskie,785,2362,12088,6006,53,756,40,51,14722,45,72
gm. Nowe Skalmierzyce,ostrowski,wielkopolskie,137,623,3514,1083,10,274,8,5,1859,7,14
gm. Odolanów,ostrowski,wielkopolskie,77,575,4308,894,18,190,5,8,1235,12,16
gm. Ostrów Wielkopolski,ostrowski,wielkopolskie,146,691,4726,1431,17,310,7,17,2039,16,21
gm. Przygodzice,ostrowski,wielkopolskie,109,428,3037,951,9,219,8,4,1447,4,13
gm. Raszków,ostrowski,wielkopolskie,83,464,3075,847,9,187,5,7,1083,2,11
gm. Sieroszewice,ostrowski,wielkopolskie,63,397,2579,514,14,115,9,4,771,5,14
gm. Sośnie,ostrowski,wielkopolskie,39,221,1737,355,8,99,0,2,556,8,5
gm. Czajków,ostrzeszowski,wielkopolskie,8,113,673,121,0,63,0,3,208,1,5
gm. Doruchów,ostrzeszowski,wielkopolskie,27,165,1431,352,5,101,4,2,449,4,9
gm. Grabów nad Prosną,ostrzeszowski,wielkopolskie,55,283,1888,482,8,194,8,10,776,10,3
gm. Kobyla Góra,ostrzeszowski,wielkopolskie,40,230,1239,483,2,92,4,3,794,5,10
gm. Kraszewice,ostrzeszowski,wielkopolskie,20,120,878,235,1,70,3,2,317,2,7
gm. Mikstat,ostrzeszowski,wielkopolskie,42,209,1900,296,0,82,1,2,438,5,4
gm. Ostrzeszów,ostrzeszowski,wielkopolskie,216,732,4691,1978,12,341,19,18,3832,17,23
m. Piła,pilski,wielkopolskie,939,2112,10578,6501,41,630,33,51,15053,63,65
gm. Białośliwie,pilski,wielkopolskie,34,164,1042,385,14,93,2,0,540,1,6
gm. Kaczory,pilski,wielkopolskie,76,300,1618,778,9,87,3,7,1046,11,6
gm. Łobżenica,pilski,wielkopolskie,45,217,2447,523,12,149,13,4,717,1,3
gm. Miasteczko Krajeńskie,pilski,wielkopolskie,21,105,544,293,1,64,1,1,368,2,5
gm. Szydłowo,pilski,wielkopolskie,102,351,1436,823,6,126,5,5,1479,9,14
gm. Ujście,pilski,wielkopolskie,91,236,1455,745,8,112,3,6,1173,4,10
gm. Wyrzysk,pilski,wielkopolskie,133,367,2756,973,10,187,5,9,1463,9,17
gm. Wysoka,pilski,wielkopolskie,41,213,1375,450,7,100,6,4,582,5,4
gm. Chocz,pleszewski,wielkopolskie,31,174,1266,283,2,90,3,0,429,1,5
gm. Czermin,pleszewski,wielkopolskie,20,134,1517,222,5,135,1,4,370,2,3
gm. Dobrzyca,pleszewski,wielkopolskie,55,225,2047,559,4,185,3,3,753,1,5
gm. Gizałki,pleszewski,wielkopolskie,38,88,1476,271,3,75,1,4,264,4,5
gm. Gołuchów,pleszewski,wielkopolskie,76,365,2803,729,12,209,5,6,1228,5,9
gm. Pleszew,pleszewski,wielkopolskie,249,859,6150,2035,29,357,15,12,4593,19,25
m. Luboń,poznański,wielkopolskie,470,981,4546,3440,22,300,27,28,7563,39,58
m. Puszczykowo,poznański,wielkopolskie,144,257,1541,852,9,112,7,6,3015,19,17
gm. Buk,poznański,wielkopolskie,110,319,2491,1284,10,189,16,7,2210,15,14
gm. Czerwonak,poznański,wielkopolskie,405,808,4021,3070,18,273,21,23,6439,42,35
gm. Dopiewo,poznański,wielkopolskie,353,898,3460,3181,14,294,16,18,7651,35,27
gm. Kleszczewo,poznański,wielkopolskie,109,308,1342,1092,4,121,4,10,1977,14,7
gm. Komorniki,poznański,wielkopolskie,380,912,3294,3610,32,324,9,27,7968,29,42
gm. Kostrzyn,poznański,wielkopolskie,193,630,3370,1605,13,220,8,13,3121,22,19
gm. Kórnik,poznański,wielkopolskie,355,1070,4108,3430,23,314,12,22,6749,32,38
gm. Mosina,poznański,wielkopolskie,427,1008,5587,3336,27,333,17,26,7033,42,41
gm. Murowana Goślina,poznański,wielkopolskie,218,493,2482,1895,12,139,9,11,3606,12,24
gm. Pobiedziska,poznański,wielkopolskie,269,586,3281,1922,11,277,4,23,4295,27,30
gm. Rokietnica,poznański,wielkopolskie,231,544,2260,2284,12,185,7,14,4872,20,23
gm. Stęszew,poznański,wielkopolskie,151,491,2639,1597,7,392,11,12,2500,4,25
gm. Suchy Las,poznański,wielkopolskie,274,525,2240,1949,17,186,6,12,5368,16,14
gm. Swarzędz,poznański,wielkopolskie,724,1499,7332,5294,51,542,28,38,12162,57,71
gm. Tarnowo Podgórne,poznański,wielkopolskie,330,753,3735,3511,21,254,12,23,7627,39,29
gm. Bojanowo,rawicki,wielkopolskie,94,268,1589,580,12,143,3,8,1055,6,9
gm. Jutrosin,rawicki,wielkopolskie,41,184,1708,472,5,157,11,5,569,2,3
gm. Miejska Górka,rawicki,wielkopolskie,59,280,2189,575,10,186,8,9,873,3,12
gm. Pakosław,rawicki,wielkopolskie,41,145,1417,331,4,132,2,6,397,3,5
gm. Rawicz,rawicki,wielkopolskie,360,911,5358,2530,29,359,12,19,5140,17,30
m. Słupca,słupecki,wielkopolskie,161,277,2890,874,9,261,6,6,2359,7,9
gm. Lądek,słupecki,wielkopolskie,40,128,1541,357,3,108,2,3,543,4,6
gm. Orchowo,słupecki,wielkopolskie,31,119,939,175,3,60,1,2,383,0,3
gm. Ostrowite,słupecki,wielkopolskie,26,106,1483,233,4,65,1,1,455,3,4
gm. Powidz,słupecki,wielkopolskie,38,67,662,277,0,37,2,2,537,3,4
gm. Słupca,słupecki,wielkopolskie,73,192,2603,550,8,170,2,10,875,3,8
gm. Strzałkowo,słupecki,wielkopolskie,109,280,2490,697,4,183,5,14,1135,2,15
gm. Zagórów,słupecki,wielkopolskie,63,174,2317,464,7,144,5,5,754,4,7
m. Obrzycko,szamotulski,wielkopolskie,31,61,487,258,2,38,3,4,412,2,5
gm. Duszniki,szamotulski,wielkopolskie,71,312,2021,873,5,186,3,3,1162,4,9
gm. Kaźmierz,szamotulski,wielkopolskie,96,289,1360,939,5,102,0,4,1520,6,5
gm. Obrzycko,szamotulski,wielkopolskie,49,107,777,386,4,35,2,3,601,1,2
gm. Ostroróg,szamotulski,wielkopolskie,35,120,936,465,2,48,2,4,724,2,1
gm. Pniewy,szamotulski,wielkopolskie,122,373,2342,1179,9,134,7,4,1864,5,7
gm. Szamotuły,szamotulski,wielkopolskie,341,792,4885,2778,17,324,15,19,5982,38,30
gm. Wronki,szamotulski,wielkopolskie,248,481,3216,1990,19,289,8,17,3999,20,12
gm. Dominowo,średzki,wielkopolskie,18,120,712,217,5,102,0,5,265,12,5
gm. Krzykosy,średzki,wielkopolskie,62,230,1711,612,5,112,4,6,627,4,7
gm. Nowe Miasto nad Wartą,średzki,wielkopolskie,79,251,2030,667,6,96,1,4,1004,4,10
gm. Środa Wielkopolska,średzki,wielkopolskie,328,1257,5982,3382,25,426,21,16,4951,33,38
gm. Zaniemyśl,średzki,wielkopolskie,67,228,1284,674,6,113,3,3,1183,3,7
gm. Brodnica,śremski,wielkopolskie,52,111,891,432,2,72,3,1,606,4,2
gm. Dolsk,śremski,wielkopolskie,58,199,1333,422,11,75,3,4,556,6,4
gm. Książ Wielkopolski,śremski,wielkopolskie,64,206,1858,605,7,118,4,4,726,4,7
gm. Śrem,śremski,wielkopolskie,480,1375,7733,3903,40,479,19,37,6918,28,58
m. Turek,turecki,wielkopolskie,269,775,6105,2001,13,216,11,20,4097,18,21
gm. Brudzew,turecki,wielkopolskie,45,136,2055,287,4,70,3,2,351,2,7
gm. Dobra,turecki,wielkopolskie,20,159,1953,279,6,121,1,2,407,0,5
gm. Kawęczyn,turecki,wielkopolskie,27,130,1725,217,3,109,0,7,264,3,3
gm. Malanów,turecki,wielkopolskie,33,207,1753,327,3,68,0,2,422,2,3
gm. Przykona,turecki,wielkopolskie,33,125,1477,281,4,60,2,5,270,0,7
gm. Tuliszków,turecki,wielkopolskie,71,239,3166,520,7,111,2,3,754,3,6
gm. Turek,turecki,wielkopolskie,75,326,2614,738,10,108,2,8,910,4,8
gm. Władysławów,turecki,wielkopolskie,50,255,2938,342,0,76,1,8,528,1,5
m. Wągrowiec,wągrowiecki,wielkopolskie,338,753,4232,2258,19,293,10,16,4776,22,22
gm. Damasławek,wągrowiecki,wielkopolskie,34,108,1344,419,9,105,4,4,536,9,7
gm. Gołańcz,wągrowiecki,wielkopolskie,66,194,1700,516,6,225,2,5,813,6,13
gm. Mieścisko,wągrowiecki,wielkopolskie,38,129,1309,549,4,90,3,7,641,6,4
gm. Skoki,wągrowiecki,wielkopolskie,89,219,1630,862,5,118,0,4,1571,7,9
gm. Wapno,wągrowiecki,wielkopolskie,33,73,573,265,1,64,2,0,292,1,4
gm. Wągrowiec,wągrowiecki,wielkopolskie,110,327,2282,928,8,261,7,8,1368,4,3
gm. Przemęt,wolsztyński,wielkopolskie,99,465,3289,1062,9,331,4,14,1403,9,10
gm. Siedlec,wolsztyński,wielkopolskie,87,476,2598,1172,10,218,7,18,1520,6,21
gm. Wolsztyn,wolsztyński,wielkopolskie,242,1113,5429,2992,15,402,18,22,5523,24,29
gm. Kołaczkowo,wrzesiński,wielkopolskie,47,139,1573,408,4,122,1,2,450,5,4
gm. Miłosław,wrzesiński,wielkopolskie,106,322,2427,801,12,138,2,1,1090,3,5
gm. Nekla,wrzesiński,wielkopolskie,90,240,1500,716,5,95,5,6,1118,9,12
gm. Pyzdry,wrzesiński,wielkopolskie,38,169,1872,397,2,108,5,2,602,1,6
gm. Września,wrzesiński,wielkopolskie,513,1536,9204,3720,27,548,18,33,8058,31,58
m. Złotów,złotowski,wielkopolskie,231,539,2827,1490,17,232,16,18,3554,15,20
gm. Jastrowie,złotowski,wielkopolskie,80,214,1832,865,4,92,4,6,1482,13,6
gm. Krajenka,złotowski,wielkopolskie,55,244,1343,723,10,107,5,5,992,8,7
gm. Lipka,złotowski,wielkopolskie,48,144,944,349,0,89,4,1,577,5,5
gm. Okonek,złotowski,wielkopolskie,78,178,1498,567,6,79,2,6,1010,1,4
gm. Tarnówka,złotowski,wielkopolskie,29,67,596,302,1,57,3,1,368,1,3
gm. Zakrzewo,złotowski,wielkopolskie,48,231,990,429,6,68,3,1,528,2,1
gm. Złotów,złotowski,wielkopolskie,63,219,1718,649,2,177,7,10,1086,7,3
m. Kalisz,Kalisz,wielkopolskie,1418,2910,17522,6745,74,947,52,71,20056,65,127
m. Konin,Konin,wielkopolskie,928,2000,15627,5311,49,673,42,44,12891,44,83
m. Leszno,Leszno,wielkopolskie,1001,2306,9004,5154,28,675,25,61,13580,68,47
m. Poznań,Poznań,wielkopolskie,11389,17483,68806,51285,397,5228,282,513,142110,1040,857
m. Białogard,białogardzki,zachodniopomorskie,303,470,3714,1757,11,175,7,11,4111,13,21
gm. Białogard,białogardzki,zachodniopomorskie,41,131,1249,485,2,56,2,3,783,1,2
gm. Karlino,białogardzki,zachodniopomorskie,78,242,1354,449,4,84,3,2,1048,1,6
gm. Tychowo,białogardzki,zachodniopomorskie,100,139,1257,520,5,63,5,5,867,0,9
gm. Bierzwnik,choszczeński,zachodniopomorskie,31,86,996,273,0,60,0,1,622,0,2
gm. Choszczno,choszczeński,zachodniopomorskie,230,457,3600,1528,10,203,10,6,3401,5,20
gm. Drawno,choszczeński,zachodniopomorskie,43,111,931,306,0,80,0,2,660,2,3
gm. Krzęcin,choszczeński,zachodniopomorskie,20,43,665,212,3,52,1,1,386,3,2
gm. Pełczyce,choszczeński,zachodniopomorskie,41,183,1453,453,4,102,2,4,648,4,4
gm. Recz,choszczeński,zachodniopomorskie,41,167,977,291,4,55,0,4,499,2,2
gm. Czaplinek,drawski,zachodniopomorskie,125,314,1883,891,6,155,6,6,1788,5,11
gm. Drawsko Pomorskie,drawski,zachodniopomorskie,173,343,2628,1281,5,164,7,17,2815,11,10
gm. Kalisz Pomorski,drawski,zachodniopomorskie,46,171,1103,495,1,72,2,4,846,1,6
gm. Wierzchowo,drawski,zachodniopomorskie,44,87,1012,362,6,60,2,4,644,0,6
gm. Złocieniec,drawski,zachodniopomorskie,128,467,3011,1060,9,142,11,13,2469,3,5
gm. Goleniów,goleniowski,zachodniopomorskie,482,1195,5834,3094,32,350,14,34,6782,25,31
gm. Maszewo,goleniowski,zachodniopomorskie,71,230,1624,676,2,66,2,9,861,3,8
gm. Nowogard,goleniowski,zachodniopomorskie,377,496,4218,1981,17,290,9,9,3655,12,27
gm. Osina,goleniowski,zachodniopomorskie,28,69,600,251,1,16,1,2,318,0,1
gm. Przybiernów,goleniowski,zachodniopomorskie,26,97,997,254,1,66,4,1,595,3,1
gm. Stepnica,goleniowski,zachodniopomorskie,27,88,713,350,5,48,0,5,655,2,3
gm. Brojce,gryficki,zachodniopomorskie,29,49,688,218,2,35,0,1,330,1,1
gm. Gryfice,gryficki,zachodniopomorskie,236,452,3740,1949,14,244,12,7,3624,11,13
gm. Karnice,gryficki,zachodniopomorskie,30,70,865,359,4,34,0,0,471,0,2
gm. Płoty,gryficki,zachodniopomorskie,74,141,1649,533,6,79,4,6,1049,5,15
gm. Rewal,gryficki,zachodniopomorskie,153,360,2045,1072,7,122,4,7,3218,10,14
gm. Trzebiatów,gryficki,zachodniopomorskie,151,391,2977,1283,14,171,12,10,2817,9,14
gm. Banie,gryfiński,zachodniopomorskie,55,151,1291,322,2,72,2,2,548,4,2
gm. Cedynia,gryfiński,zachodniopomorskie,38,82,658,351,4,28,1,4,574,6,6
gm. Chojna,gryfiński,zachodniopomorskie,126,381,2499,937,9,129,9,11,1802,8,13
gm. Gryfino,gryfiński,zachodniopomorskie,370,986,6034,2224,17,253,19,20,5320,22,34
gm. Mieszkowice,gryfiński,zachodniopomorskie,42,191,1224,561,6,87,3,1,880,2,7
gm. Moryń,gryfiński,zachodniopomorskie,29,88,781,312,4,34,0,4,513,1,1
gm. Stare Czarnowo,gryfiński,zachodniopomorskie,40,86,862,302,3,37,0,7,456,0,4
gm. Trzcińsko-Zdrój,gryfiński,zachodniopomorskie,39,117,1015,427,6,61,1,3,524,0,5
gm. Widuchowa,gryfiński,zachodniopomorskie,41,115,1036,298,4,47,1,4,620,0,4
gm. Dziwnów,kamieński,zachodniopomorskie,106,186,1439,783,11,99,6,5,2365,4,4
gm. Golczewo,kamieński,zachodniopomorskie,45,116,1120,408,2,87,2,4,728,3,3
gm. Kamień Pomorski,kamieński,zachodniopomorskie,180,269,2268,940,14,120,4,11,2814,6,11
gm. Międzyzdroje,kamieński,zachodniopomorskie,116,218,1412,633,7,77,2,11,2019,1,3
gm. Świerzno,kamieński,zachodniopomorskie,45,55,657,332,3,49,3,2,561,3,5
gm. Wolin,kamieński,zachodniopomorskie,156,313,2260,820,11,154,7,9,2241,7,9
m. Kołobrzeg,kołobrzeski,zachodniopomorskie,801,1198,8178,3910,33,396,19,48,11135,33,32
gm. Dygowo,kołobrzeski,zachodniopomorskie,75,129,1025,410,7,80,2,5,673,4,6
gm. Gościno,kołobrzeski,zachodniopomorskie,60,151,881,342,5,51,0,0,691,2,5
gm. Kołobrzeg,kołobrzeski,zachodniopomorskie,169,323,2561,1291,3,139,6,15,3045,6,16
gm. Rymań,kołobrzeski,zachodniopomorskie,31,57,731,296,4,80,0,1,461,1,0
gm. Siemyśl,kołobrzeski,zachodniopomorskie,25,68,634,306,1,65,1,2,549,0,2
gm. Ustronie Morskie,kołobrzeski,zachodniopomorskie,95,209,1529,684,5,98,0,8,1764,7,9
gm. Będzino,koszaliński,zachodniopomorskie,101,193,1570,693,1,142,4,2,1319,2,4
gm. Biesiekierz,koszaliński,zachodniopomorskie,102,197,968,642,6,126,4,1,1355,3,10
gm. Bobolice,koszaliński,zachodniopomorskie,94,182,1754,506,4,110,4,3,1013,8,5
gm. Manowo,koszaliński,zachodniopomorskie,96,180,1057,616,7,66,5,8,1244,6,11
gm. Mielno,koszaliński,zachodniopomorskie,160,391,2441,1169,15,121,11,5,3176,11,5
gm. Polanów,koszaliński,zachodniopomorskie,76,171,1419,454,6,80,3,7,1110,5,7
gm. Sianów,koszaliński,zachodniopomorskie,181,347,2204,1112,15,143,7,10,2171,4,12
gm. Świeszyno,koszaliński,zachodniopomorskie,108,193,1162,812,4,94,0,1,1432,6,11
gm. Barlinek,myśliborski,zachodniopomorskie,186,690,3279,1209,9,154,7,13,3029,14,19
gm. Boleszkowice,myśliborski,zachodniopomorskie,24,81,448,257,1,42,0,2,356,4,1
gm. Dębno,myśliborski,zachodniopomorskie,165,696,3197,1386,10,178,6,14,3111,5,20
gm. Myślibórz,myśliborski,zachodniopomorskie,176,408,3590,1070,10,167,5,7,2864,11,17
gm. Nowogródek Pomorski,myśliborski,zachodniopomorskie,25,64,613,237,0,36,3,4,393,3,2
gm. Dobra (Szczecińska),policki,zachodniopomorskie,376,702,2667,2314,28,243,6,31,6719,14,25
gm. Kołbaskowo,policki,zachodniopomorskie,191,413,1615,1271,13,124,6,14,2891,4,20
gm. Nowe Warpno,policki,zachodniopomorskie,19,46,243,140,3,16,2,2,349,1,1
gm. Police,policki,zachodniopomorskie,483,1273,6888,3085,32,318,8,41,7138,28,43
gm. Bielice,pyrzycki,zachodniopomorskie,21,91,733,227,1,49,1,5,265,2,1
gm. Kozielice,pyrzycki,zachodniopomorskie,13,64,639,143,1,31,1,7,171,2,3
gm. Lipiany,pyrzycki,zachodniopomorskie,59,128,1178,320,4,96,1,3,652,0,6
gm. Przelewice,pyrzycki,zachodniopomorskie,37,98,1046,315,0,73,0,1,473,3,3
gm. Pyrzyce,pyrzycki,zachodniopomorskie,185,509,4314,1281,19,220,11,9,2430,10,9
gm. Warnice,pyrzycki,zachodniopomorskie,16,71,882,216,2,31,1,3,265,1,0
m. Darłowo,sławieński,zachodniopomorskie,270,296,2459,1146,9,189,8,12,3243,5,9
m. Sławno,sławieński,zachodniopomorskie,163,328,2188,749,11,147,2,3,1954,2,8
gm. Darłowo,sławieński,zachodniopomorskie,129,284,1895,893,5,191,1,8,2054,6,11
gm. Malechowo,sławieński,zachodniopomorskie,68,132,1261,360,10,63,2,2,687,1,3
gm. Postomino,sławieński,zachodniopomorskie,125,245,1853,522,7,140,2,5,1399,5,6
gm. Sławno,sławieński,zachodniopomorskie,106,223,1548,403,2,93,5,12,869,2,3
m. Stargard,stargardzki,zachodniopomorskie,829,2129,11206,5377,48,588,28,71,12993,30,57
gm. Chociwel,stargardzki,zachodniopomorskie,37,108,1140,435,0,68,0,7,826,0,2
gm. Dobrzany,stargardzki,zachodniopomorskie,30,93,1005,274,4,56,2,1,446,1,3
gm. Dolice,stargardzki,zachodniopomorskie,62,181,1423,438,4,46,2,4,796,3,3
gm. Ińsko,stargardzki,zachodniopomorskie,41,60,640,232,3,48,1,2,451,3,1
gm. Kobylanka,stargardzki,zachodniopomorskie,87,198,1036,495,3,71,3,8,1250,4,7
gm. Marianowo,stargardzki,zachodniopomorskie,34,100,760,198,4,39,1,2,258,1,4
gm. Stara Dąbrowa,stargardzki,zachodniopomorskie,37,91,804,290,8,23,0,1,299,2,0
gm. Stargard,stargardzki,zachodniopomorskie,121,388,2437,956,12,119,2,6,1905,7,7
gm. Suchań,stargardzki,zachodniopomorskie,21,93,823,222,2,59,0,4,433,0,3
m. Szczecinek,szczecinecki,zachodniopomorskie,454,1216,6525,2481,23,320,21,32,6947,17,41
gm. Barwice,szczecinecki,zachodniopomorskie,63,158,1598,394,4,80,2,5,814,7,5
gm. Biały Bór,szczecinecki,zachodniopomorskie,41,148,930,341,3,65,4,4,649,1,1
gm. Borne Sulinowo,szczecinecki,zachodniopomorskie,147,240,1750,624,12,74,2,9,1657,2,3
gm. Grzmiąca,szczecinecki,zachodniopomorskie,43,101,810,257,3,57,1,3,509,1,2
gm. Szczecinek,szczecinecki,zachodniopomorskie,70,232,1785,459,11,85,2,5,967,3,5
m. Świdwin,świdwiński,zachodniopomorskie,163,293,2421,1024,3,128,5,12,2656,12,12
gm. Brzeżno,świdwiński,zachodniopomorskie,26,68,485,168,1,71,0,1,273,0,3
gm. Połczyn-Zdrój,świdwiński,zachodniopomorskie,152,267,2844,926,6,148,4,7,2166,2,9
gm. Rąbino,świdwiński,zachodniopomorskie,29,58,722,188,0,48,2,0,293,1,4
gm. Sławoborze,świdwiński,zachodniopomorskie,37,89,537,274,2,56,3,5,465,2,2
gm. Świdwin,świdwiński,zachodniopomorskie,54,125,1098,297,4,89,3,5,582,3,3
m. Wałcz,wałecki,zachodniopomorskie,357,617,3654,1931,18,242,16,12,4919,15,22
gm. Człopa,wałecki,zachodniopomorskie,40,97,863,312,3,50,2,3,589,2,6
